task_name,test_output_grid,hashed_output_grid,task_type,count
db3e9e38.json,|0007000|0007000|0007000|0007000|0007000|0007000|0007000|0000000|0000000|,1b643104270c98f3c6bcef8c2e5946d3,training,1
14754a24.json,|0050054050504045005|0550540450550450550|5550554055055550505|5540000500050500055|5404550500540550500|5545000550404005055|0555505555545055000|5005555000050550050|0500000500500050505|0000500500500500550|0000550505050400050|5545555500504040505|5404000555055405555|0045000005050555555|5050050450055555005|5505504040055505055|5550555405505500550|5555000500505050500|0505550055500555555|,d8d792e3f32c707776f79c5cf51ff730,evaluation,1
b942fd60.json,|000802007003|000002000000|006002060000|222222622270|000002000006|000302080000|000002000600|007002000003|008222700600|000003000000|,bfa74c31e005a26fb991552a48dc6745,evaluation,1
fea12743.json,|00000000000|00880002200|08000000020|08008020020|00088022000|00000000000|03300000220|03003020020|00003020000|00330002200|00000000000|02222008800|02002080000|02002080080|00220000880|00000000000|,4025a3fd49e7a48102f3adb5a9757404,evaluation,1
55783887.json,|4444444464446444|4444444644464444|4414446444644444|4441464446444444|4444644464444414|4446414644444144|4464446444441444|4644464144414464|6444644414144444|4446444441444444|4464444444144444|4644444444444444|6444444444444444|4444444444444444|4444444444444444|4464444444444444|4444444444444444|4444444441444444|4444444444444444|,0613ddde57822bfbb564b0631df8f250,evaluation,1
319f2597.json,|45759231786902425127|91755127191700472958|91869476955500484785|42955282779600983392|19238431134600112646|14356111167300835629|77192469155802224212|29612948278200322477|42668921324500748521|32489895216802579185|13727352393202179857|16466559232400399966|86522321496900771593|00000000220000000000|00000000000000020026|28535671474400134447|78479578746800314197|45994557985800283724|16143654174700595499|29267899645800436395|,f988a9248b00edb037d47f78dd7e35c6,evaluation,1
0962bcdd.json,|000000403040|000000043400|000000034300|000000043400|000000403040|403040000000|043400000000|034300000000|043400000000|403040000000|000000000000|000000000000|,5e4d15e6e4dacf15af4ced5d8ece3fae,training,1
f1cefba8.json,|00000000800080000000|00000000800080000000|00000000800080000000|00000000800080000000|01111111811181111000|01111111811181111000|01100000000000011000|01100000000000011000|01100000000000011000|01100000000000011000|88800000000000011888|01100000000000011000|01100000000000011000|01100000000000011000|01100000000000011000|01111111811181111000|01111111811181111000|00000000800080000000|00000000800080000000|00000000800080000000|,04158ae917ed8a674a71f4663b4e904d,training,1
195ba7dc.json,|011001|100101|011101|111100|011011|,a6e1c8ce34e41e648a0d1c8ce1ff067a,evaluation,1
5d2a5c43.json,|8808|0080|0080|0008|0000|8080|,423225fc0fceed6aa56486ea74ff596e,evaluation,1
73c3b0d8.json,|00000400|00004000|44440000|22222222|00000000|00000000|00000000|04000000|00000000|00000000|00000000|00000000|,4ba577371936a06c034cfd7c1c482997,evaluation,1
b527c5c6.json,|00003330333323333000|00003330333323333000|00003330333323333000|33333330333323333000|33333330333323333000|22222330333323333000|33333330333323333000|33333330333323333000|00003330333323333000|00003330333323333000|00003330333323333000|00000000333323333000|00000000333323333000|00000000333323333000|00000003333323333333|00000003333333333333|00000003333333333333|00000003333333333333|00000003333333333333|00000003333333333333|,a9981c295a655107c91fcef2c904ea47,training,1
ecdecbb3.json,|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0020000000000000000|0020000000000000000|0020000000000000000|0888000888000000000|8828888828888888888|0888000888000000000|0000000020000000000|0000000020000000000|0000000020000000000|0000000000000000000|0000000000000000000|,63c0c19344aa82a917959f2a09a27b4b,training,1
234bbc79.json,|02000000|22110388|00013308|,364bd709b5966dd7cff6e90220883137,training,1
136b0064.json,|110011040050000|101010140011100|010001040002200|000000040006000|202011040006000|202010140006000|222001043333000|000000046000000|606060646000000|060006046000000|060006041110000|000000040011100|333033340000600|030003040000600|303030340000600|000000040033300|606020240220000|060020240000000|060022240000000|,3ca7c33770554ba310c0775adc4e8d6f,evaluation,1
e872b94a.json,|9909090999|9909090099|9900909099|9990909009|9000909909|9099090009|9090990999|9009000999|9909909999|,d94256c9b9b5e25f4c5b84a2741690ec,evaluation,1
ad7e01d0.json,|1050110501|0222002220|5050550505|0222002220|1050110501|1050110501|0222002220|5050550505|0222002220|1050110501|,3507729ec54cb6db0b54134b2afbb5e8,evaluation,1
e69241bd.json,|000000300|000000000|080000000|000000000|000000000|000000000|000000000|000000000|000006000|,dd4918ae08c5e503282f5cfebf5012bd,evaluation,1
d4c90558.json,|66660000|88888888|22200000|,5eff6cf8194b2bde44580926ac8ba1ce,evaluation,1
c87289bb.json,|080080080080080|080080080080080|080080080080080|080080080080080|000022200022220|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|,cef08fa364b23096a4c30eefc41ab351,evaluation,1
e95e3d8e.json,|1313131313131313131313|3711735537117355371173|1333111111111111111111|3533755731137557311375|1717133717171733571717|3315735133157733531577|1515151515151533351515|3517715335177133351771|1313131313131313131313|3711735535357355371173|1111111113331111111111|3113755735337557311375|1717171717171717171717|3315775133157751331577|1515151515151533551515|3517715335177133351771|1313131313131355531313|3711735537117355371173|1111111111111153511111|3113755731137557311375|1717171717171717171717|3315775133157751331577|,cceb4e1ac8368eeafdf87db9782719e4,evaluation,1
b9630600.json,|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000333330|000000000000000333333000300030|000033333333000300003000300030|000030000003000300003333300030|000030000003333300000000000030|000030000000000000000000000030|000030000003333300000000000030|000030000003000300003333300030|000033300333000300003000300030|000000300300000333333000300030|000000300300000003300000333330|000000300300000033330000003000|000000300300000030030000033300|000000300300000033330000030300|000000300300000000000000033300|000033300333000000000000000000|000030000003000000000000000000|000030000003000000000000000000|000033300333000000000000000000|000000300300000000000000000000|000000300300000000000000000000|000003300330000000000000000000|033303000030000000000000000000|030333000030000000000000000000|030333000030000000000000000000|033303000030000000000000000000|000003333330000000000000000000|000000000000000000000000000000|,1d083afb4e958e428d20525ea99f7e75,evaluation,1
da2b0fe3.json,|0000000000|0022220000|0020020000|3333333333|0022220000|0000000000|0022220000|0000000000|0000000000|0000000000|,9a824df779af7164a43dec2d6bcdc7e9,evaluation,1
fc754716.json,|0000000|0000000|8888888|8888888|8880888|8888888|8888888|0000000|0000000|,b892cf7cc1a8fd0f1e82794a126da347,evaluation,1
447fd412.json,|000000000000000000000|000000000010000000000|001000000010200000000|001020000011100000000|001110000000000000000|000000000000110000000|000000000000110000000|000000000000110000000|011000000000110002220|011000000000110002220|011000000000110002220|011002200000111111110|011002200000111111110|011111100000000000000|011111100000000000000|000000000000000000000|000000000000000000000|,c7d40f0ca61dc03a96a6377594c383db,training,1
05a7bcf2.json,|000000000020000000080000000000|222888888888888888884444433000|228888888888888888884444433000|228888888888888888884444433300|000000000022200000080000000000|000000000022000000080000000000|000000000022222000080000000000|000000000022220000080000000000|000000000020000000080000000000|000000000020000000080000000000|222888888888888888884444330000|228888888888888888884444330000|288888888888888888884444330000|222888888888888888884444330000|222288888888888888884444300000|000000000022000000084444300000|000000000020000000080000000000|000000000022000000080000000000|000000000020000000080000000000|000000000022000000080000000000|222888888888888888884444300000|222228888888888888884444300000|228888888888888888884444300000|222888888888888888884444300000|000000000022220000080000000000|000000000022000000080000000000|228888888888888888884444444443|222888888888888888884444430000|000000000022200000080000000000|000000000020000000080000000000|,a9c8961445de6144f457379325eab377,evaluation,1
1acc24af.json,|000000000000|001111001110|001001001010|111001111011|000000000000|000000000000|000000000000|000000002000|000500222020|220550222020|220050002020|000000000000|,5e4882ca02e73e073d8757a52bf5e010,evaluation,1
ce039d91.json,|0500000050|0000500000|0000500000|0100000100|0000550000|0000010000|0505555050|0000550000|0005555500|0055555000|,410f9cec9d0a78c130127de73e0c0d94,evaluation,1
0e671a1a.json,|0000000000000|0052554555000|0000000005000|0000000005000|0000055553000|0000050000000|0000050000000|0000050000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|,2f631d2cb9fe0f1f19f9e1bfb4d5ce2e,evaluation,1
0934a4d8.json,|779|721|973|792|949|477|962|642|224|,9d6fab5f3f4614b31bb5d919abf3fb17,evaluation,1
6455b5f5.json,|0000000000200000|0000000000200000|2222222222200000|1111111111200000|1111111111222222|1111111111200000|1111111111200000|1111111111200000|1111111111200000|2222222222222222|8882000000202000|2222000000202000|0002000000202000|,2f588fa4ea9595d3fd83a70c37fe148b,training,1
c64f1187.json,|22022022088|20020020088|00000000000|00000000000|00000000000|04033033000|44030030000|00000000000|04033000088|44030000088|,b2adb72ee9687a585f5b92addf73a991,evaluation,1
14754a24.json,|0052255050505545005|0552545550550450550|5552554055055550505|5522222500050500055|5455552500550550500|5505222550545005055|0555525555445055000|5225555000050550050|2522222500500050505|2222522500500500550|2222552505050400050|5545555500504540505|5554000555055405555|0045000005050555555|5050050450055555225|5505505540055505255|5550555405525500550|5555000500525050500|0505550055522555555|,0e5360f10b2d8967eedf0df33478c4ff,evaluation,1
9af7a82c.json,|882|132|111|,ce6fcc5ed5531d9725b7afde838a1eb8,training,1
292dd178.json,|626262|262626|,6787892da810a9a44d4ecce9b71c44e2,evaluation,1
007bbfb7.json,|707000000000707|707000000000707|770000000000770|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|707000000000707|707000000000707|770000000000770|,74a6e64abb795458ba1014f0195d96ee,training,1
f5c89df1.json,|0000000000000|0000000000000|0000000000000|0000000000000|0080800808000|0880888808800|0080800808000|0008000080000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|,6fe0d27e543f70d93d7f74dcab160cc0,evaluation,1
67385a82.json,|32323|33322|22223|23322|23322|,d4aa935ea9dbc6a159b5439bfd16d447,training,1
8e5a5113.json,|33950025200|99950005003|29953305003|,370e7828e536d507da0989d87e9b8028,training,1
85b81ff1.json,|66066066066066|60066060066060|66066066066066|60060066060060|66066066066066|60066066060060|66066066066066|60060066060060|66066066066066|66060066060066|66066066066066|60066066060066|66066066066066|,e72db5cde291a969a0952c2cba8424cd,evaluation,1
6cdd2623.json,|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|0000000000000008000|8888888888888888888|0000000000000000000|0000000000000000000|0000000000000000000|,8f0a058a65b19330a1f9df4c9db9a451,training,1
a79310a0.json,|00020|00020|02020|00000|00000|,cddbdb654dfca5d33e5b07b35164a21a,training,1
8731374e.json,|121121|121121|222222|121121|222222|121121|121121|,35a83bb8e09cbdccd7927547721680e1,training,1
d017b73f.json,|02110355|22013305|00000000|,903ffc7f1334cd3a6549cde0c4b115b3,evaluation,1
9def23fe.json,|00000000000000000000|00000000000000000000|00000010022222220000|22222222222222220001|00000100022222222222|22222222222222222222|22222222222222222222|01000000022222222222|22222222222222220001|00000000020222000000|00000000020222000000|00000000020222000000|00000000021222000000|00000000020222000000|00000000020222000000|00000000020222000000|00000000020222000000|00000000020222100000|00000000020222000000|00000000020222010000|,d9c925a6ea835dbe9e7895f28817d66e,evaluation,1
e40b9e2f.json,|0000000000|0000000000|0000200000|0333233300|0022322000|0333233300|0000000000|0000000000|0000000000|0000000000|,4bda87a27286a141539144ab0c076276,training,1
2bcee788.json,|0000000000|0000000000|0000000000|1111111111|0000112000|0000012000|2222222222|0000000000|0000000000|0000000000|,dcc2bdccfa2030a7fe1f4401ec71046e,training,1
d5c634a2.json,|303100|000000|300111|,43c0d94bbd7af8d4ca4b39d52daed0c0,evaluation,1
cb227835.json,|00000000000000|08000000000000|03300000000000|03030000000000|03003000000000|00300300000000|00030030000000|00003003000000|00000300300000|00000030300000|00000003300000|00000003300000|00000000800000|,e597603f18c775f84f24100fc618a3aa,evaluation,1
cce03e0d.json,|122|201|120|,190d3ced8373ca32000d1d9fa60e23fa,training,1
2037f2c7.json,|80008|80808|,68636eb5251afaf6e32fca58d6c9d60e,evaluation,1
9b2a60aa.json,|303|030|333|,30b43232e71f52ee1efb043ff7fd687f,evaluation,1
516b51b7.json,|00111111111110000|00133333333310000|00132222222310000|00132222222310000|00133333333310000|00111111111110000|00000000000000000|00000000011111110|01111100012222210|01222100012333210|01222100012323210|01111100012323210|00000000012333210|00000000012222210|00000000011111110|,117db56c98fe30866ac7527fbab2362b,evaluation,1
868de0fa.json,|00000000000011111000|00000000000017771000|01111111100017771000|01000000100017771000|01000000100011111000|01000000100000000000|01000000100000000000|01000000101111111111|01000000101000000001|01111111101000000001|00000000001000000001|01111111001000000001|01777771001000000001|01777771001000000001|01777771001000000001|01777771001000000001|01777771001111111111|01111111000000000000|00000000000000000000|00000000000000000000|,d7d39460416cc97200a067ddd8e5f57d,training,1
bbc9ae5d.json,|111000000000|111100000000|111110000000|111111000000|111111100000|111111110000|111111111000|,b6933333afe6a7849ec6b03bc043cb70,training,1
2bcee788.json,|0000000000|0000000000|0000000000|0000100001|0000111111|0000001100|0000000000|0000000000|0000000000|0000000000|,714ad41a131d25770e31eea00c26597b,training,1
ae4f1146.json,|118|111|118|,c8ab7dd80edeedbb074057a32880a83b,training,1
8403a5d5.json,|1015000000|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1010000000|1510000000|,4995939a774dcd98e1ef9053cd60443a,training,1
e21d9049.json,|00000020000000000000|00000040000000000000|00000020000000000000|00000040000000000000|00000020000000000000|00000040000000000000|24242423123123123123|00000030000000000000|00000010000000000000|00000030000000000000|00000010000000000000|00000030000000000000|00000010000000000000|00000030000000000000|00000010000000000000|00000030000000000000|00000010000000000000|00000030000000000000|00000010000000000000|00000030000000000000|,1675aba66336def30773198bc361b193,training,1
a78176bb.json,|0100100000|0010010000|0001001000|0000100100|0000010010|0000001001|0000000100|0000000010|0000000001|0000000000|,cb53394eb57036fc7ebf7151b8fb6a7a,training,1
f2829549.json,|1111|0070|0070|0070|,09acc7c9e0786dc6fcd8935daf8b0873,training,1
d406998b.json,|00030003030030300|30300300300300030|03003033003003003|,a8d22a9f0e4562d1546f334dbdaabfd9,training,1
12422b43.json,|5044400|5008000|5006000|0022000|0400000|0000000|0000000|0000000|0000000|0000000|,42af2d6f8340cc84b0c125fe379cfdcb,evaluation,1
8e5a5113.json,|000|000|000|,44dfd9605050f159e1f6faaf3f841861,training,1
264363fd.json,|444444444444444444444444444444|444444444444444444444444444444|444111311111111444444444444444|444111311111111444444444444444|444111311111111444444444444444|444111311111111444444444444444|444111311111111444444444444444|444111311111111444444444444444|444113331111111444444444444444|444888288888888444444444444444|444113331111111444444444444444|444111111111111444444444444444|444444444444444444444444444444|444444444444444444444444444444|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111133311114|444444444444888888888882888884|444444444444111111111133311114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444111113331111111114|444444444444888888288888888884|444444444444111113331111111114|444444444444111111111111111114|444444444444111111111111111114|444444444444444444444444444444|444444444444444444444444444444|,b71d78c50d05c2dafc9047b6fc5b8a43,training,1
9172f3a0.json,|0001110000000|0001110000000|0001110000000|0000006660000|0000006660000|0000006660000|6661110000000|6661110000000|6661110000000|0000000000000|0000000000000|0000000000000|0000000000000|,9229f7be87aadceb485dbacaaa15788c,training,1
4c4377d9.json,|44090|40440|44990|00000|00000|00000|00000|00000|00000|00000|,232d67c7b935a32a74de32bdcd81605a,training,1
50846271.json,|0505085505000505000550|0505580055005500000555|0000585000055005500555|0055085505050505505550|0505285225005055500550|0005082555050000555500|5500588055000500055555|5000008000055505005050|5555500550528255005550|0005550050008805550000|0005550505055250500550|0555008555500505500055|5500558005505055005505|0055588555085555500505|5505588255588550500550|5000588050508555000055|5550028850028222505055|5050058500008505550550|5555508055558500550505|,341ffe70c2ead74fcde2719c7b487d0d,training,1
239be575.json,|2|,fc129fb4688da6081143b5e9d2e42010,training,1
ce4f8723.json,|0003|0303|3030|0003|,5004f70ebde46be10721c2a231d0160f,training,1
ce4f8723.json,|3333|3033|0303|3033|,14c33d6030c66a1e286c200b6403a40f,training,1
9edfc990.json,|0008051190611115|6760412118362111|0007115411176111|0580911221804117|4004227321649990|0180511121181966|9902811311211581|1301611118111411|1140741141158041|1116061111181144|1911911111151600|6175917111461280|5111112481131908|1112411117111150|6911771121191130|1831197127208900|,2a161e013952efd7b829af8a6e9fae4a,training,1
8a371977.json,|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|,57acc6c6173aa2c104b24aa7875c3e31,evaluation,1
b0722778.json,|52|52|00|55|22|00|00|13|13|,8197a94c9824fb041ea28d15ca1acbaf,evaluation,1
c97c0139.json,|0000000000000000000|0000800000000000000|0008880000000000000|0022222000000800000|0008880000008880000|0000800000088888000|0000000000888888800|0000000002222222220|0000000000888888800|0000200000088888000|0008280000008880000|0088288000000800000|0888288800000000000|0088288000000000000|0008280000000000000|0000200000000000000|0000000000000000000|,6493ca581e6bbc004c8f79ab7683ea6f,evaluation,1
57aa92db.json,|000000000044400000000000000000|000000000044400000000000000000|000088000044400000000000000000|000818044444411100000000000000|000880044444411100000000000000|000000044444411100000000000000|000000000044400000000000000000|000000000044400000000111122220|000000330044400000000111122220|000000330000000000000111122220|000000113333000000000111122220|000000113333000000000000000000|000000330000000000000000000000|000000330000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|000000000000000000000000000000|,938ae0a8fe91e4b1853c0af4160f2de7,training,1
e1d2900e.json,|2200011100022|2200000000022|0010000000100|0000000000000|1100001000011|0000001000000|0000000000000|0010000000100|2200000000022|2200011100022|,712ae870eda2a12d72f70b863caf1a1f,evaluation,1
d364b489.json,|7160000001|0800007260|0002000100|0071600000|0008000000|0000007260|1000000100|0000000800|0007260000|0000100000|,2a585ffcbb906319e415ef177b4ac62e,training,1
42a50994.json,|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|33333333333333|,136bb3b958511f042a5aadeeb8e4b2a8,training,1
72ca375d.json,|3003|3333|0003|,e780f0f44bc6731d16a1130a7d3f381b,training,1
29623171.json,|44050005000|04050045440|40050005040|55555555555|00050005040|40050405404|00050005000|55555555555|00050405444|40050045444|00054405444|,b66253561f1aba4e0120ef82f16fcfec,training,1
d406998b.json,|00030005050050300|50500500300300050|03005030005005005|,fd99c858846ecc70b5ccdd273d5fc699,training,1
8a371977.json,|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110033330011110011110|011110011110033330011110011110|011110011110033330011110011110|011110011110033330011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|000000000000000000000000000000|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|011110011110011110011110011110|000000000000000000000000000000|,6c6cab4be1133f12b3092ff2fc0f0c35,evaluation,1
195ba7dc.json,|110111|001001|111101|111100|110111|,8a6153924a50039445ad3ad9a3bb302e,evaluation,1
cf133acc.json,|000000000000000|000000000000000|222022000000000|000000550555555|000000000000000|000000000000000|333033300000000|000000000000000|000000990999999|000006000000000|000006000000000|444044440444444|000000000000000|000600000000000|000600008000000|,f938eada98b0b9b3a6de9b0a6382f723,evaluation,1
ed98d772.json,|660066|660066|006600|600006|066660|066660|,89511a43ad9887af23c02bcb923ed8a0,evaluation,1
a68b268e.json,|7776|4774|7777|7641|,5c0cfab33bdc937609786f87d5f0e1db,training,1
1c56ad9f.json,|000000000000000|000007777777000|000070070070000|000700700700000|000007007007000|000070070070000|000700700700000|000007007007000|000070070070000|000700700700000|000007007007000|000070070070000|000700700770000|000007777777000|000000000000000|,3f6a3f98d0e681cfafd510430bfbf8ff,evaluation,1
64a7c07e.json,|000000000000|000808080000|000808080000|000080800000|000080800000|000808080000|000000000000|000000000000|000008000000|000088000000|000000000000|000000000000|,e3731c375cda5bf0c9aad1f8c0d83a1c,evaluation,1
d931c21c.json,|000000000000000000000000222202|000000000000000000000000211111|000000000000000000000000213331|000022222220000000000002213031|000021111122200000111002113031|000021333111200000131002133331|000021303331200000101002111111|000021333331200000111002222222|000021111331200000000000000000|000022221331200000000000000000|000000021111200000000000000000|000000022222200000000111111000|000000000000000000000100001000|000000000000000000000100001000|000000000000000000000100001000|000000000000000000000100001000|000000001111111110000111101000|000000001000000010000000000000|000000001000000000000000000000|000000001000000010000000000000|000000001000000000000000000000|000000001111000010000222222200|000000000001000010000211111200|000000000001000010000213331200|000000000001111110000211331200|000000000000000000000221331200|000000000000000000000021111200|000000000000000000000022222200|000000000000000000000000000000|000000000000000000000000000000|,943694f832ce5ed431209e1678002495,evaluation,1
ecaa0ec1.json,|00000000000|00000000000|00000000000|00040000000|00001110000|00008810000|00001810000|00000000000|00000000000|00000000000|00000000000|,d31d94e92b60b51dcba2c9c6f4cacc09,evaluation,1
79fb03f4.json,|00800000008000000000800000|80008080000000000000080000|00800000008000000008000000|00000000000080000000000000|00001111111111100880111000|11111818118118111111181111|00008011111111100000111000|00000008000000000000000008|08000080000080000080000000|00000000001111100000111080|11111111111818111111181111|00000800081111100000008000|08000000800000000000080008|00080000000800000008000000|80000080000080800000000800|08000111000800080008000000|00001181011111111111000080|11111811118181181181111111|80000000011111111111800000|00008000800000000000000008|08000000000800000000080000|00000008000000800000800800|80000000800800080800000000|00008000000008000008000000|00000800000000000000000000|00080000800000008080000080|,6dd96b755b2d8be740acb29a55d0e0ae,evaluation,1
662c240a.json,|544|454|454|332|332|223|111|188|188|,b847614d36a1a026678adc84448e137a,training,1
681b3aeb.json,|888|802|822|,3cf15a2281fb1eab609c6a83ff33a85a,training,1
58743b76.json,|01000000000088|00070003010088|30010000000088|00000000001088|00000000100088|00001000000088|01000000000088|30000300100088|00000000000088|00003000001088|00000003100088|03000000000088|88888888888831|88888888888874|,a16621d505d51a1f4f68d86488d5055e,evaluation,1
e99362f0.json,|7798|7829|8778|7789|7889|,a39929a0b3d17cea074488d152c02122,evaluation,1
896d5239.json,|001110010001001010|101311010100111110|008880000011101100|038883101100038883|011010100111103830|011110110110111310|001100000111100000|101101001010011010|110111100110110000|130011010300000000|083000113811010010|088301138800111010|083110388801011000|011001131011111010|111110101100000101|,19719ecb62f85fe6ca52f8e287afc9a3,evaluation,1
639f5a19.json,|06666611111000000000000|06688888811000000000000|06688888816666666111111|06688888816666666111111|02288888816688888888881|02288888816688888888881|02288888836688888888881|02288888836688888888881|02288888836688888888881|02288888836688888888881|02288888836688888888881|02222233336688888888881|02222233332288888888883|06666611111288888888883|06666611111288888888883|06688888811288888888883|06688888811288888888883|06688888811288888888883|06688888822222222333333|06688888822222222333333|06688888822000000000000|06666622222000000000000|06666622222000000000000|,3b8844c229b28ba1122ca75b723bdb61,evaluation,1
cce03e0d.json,|12200000|20100000|12000000|00012200|00020100|00012000|00000122|00000201|00000120|,c260f79f500125097ab49c4e65c6bf77,training,1
2037f2c7.json,|8880000888|8000000008|,5882d15b2712eac79e732b4d0a7dcb5f,evaluation,1
e179c5f4.json,|00010|00100|01000|10000|01000|00100|00010|00100|01000|10000|,b419da18aa44f6b7fbb53baf6e0f6f2b,training,1
ce8d95cc.json,|32074|62074|32074|88074|32074|,b72a0814100cdfa3ec452e0a6af2b5eb,evaluation,1
a8610ef7.json,|000808|888088|888808|800088|080808|888088|,612e0c5ddabb389872bd5735c5071051,evaluation,1
94133066.json,|111331111|181311121|111311111|113111111|113111111|113111111|113113111|133113311|133331141|111111111|,7da309da229eaf71dbc5d035e05f943c,evaluation,1
7d419a02.json,|00000000000000000000|08844808888088840880|08844888888888844880|00000000000000000000|08888048888084488880|08888408888884488880|00000000000000000000|08888884488448888880|08880884480448888880|00000000000000000000|08888808866088880080|08888888866808888880|00000000000000000000|08888880088448800880|08888884488448888800|00000000000000000000|08888448888884488080|08880440088084488080|00000000000000000000|08844888888888044880|08844888888888844880|00000000000000000000|00488888888888888440|04488888888888808440|00000000000000000000|,fc7283a3393e528a54844571e0f33ac2,evaluation,1
67b4a34d.json,|7797|7999|9797|1465|,ca50723b7c268d53024495772b11cfcf,evaluation,1
d492a647.json,|55555555505000050|05000000000000055|05000000000000055|50500000000000000|05000000000000005|05000000000000050|55500000000000050|55500000000000055|55500000000000050|55500001000000005|05500000000000005|55500000000000055|00555505055555555|05500000550000000|00500505005055005|,78751c2bca555da3c0e0e74b1959f72b,evaluation,1
447fd412.json,|000000000000000000000|000000000010000000000|001000000010200000000|001020000011100000000|001110000000000000000|000000000011110000000|000000000011110000000|000000000011110000000|011000000011110002220|011000000011110002220|011000000011110002220|011002200011111111110|011002200011111111110|011111100011111111110|011111100000000000000|000000000000000000000|000000000000000000000|,486da0925fa1eba657069dec07ce7e88,training,1
234bbc79.json,|00110000|02010388|22013308|,557811ebd3d7b6c0f93f7b58de38a1ef,training,1
f1cefba8.json,|000000000000000000|000000000000000000|000000000000000000|000000000000000000|002222222222220000|002888888888820000|002888888888820000|002888888888820000|002888888888820000|002888888888820000|002888888888820000|002888888888820000|002888888888820000|002888888888820000|002222222222220000|000000000000000000|000000000000000000|000000000000000000|000000000000000000|,8bb802ec2a86fd30b0b04b94ccf585f8,training,1
845d6e51.json,|02010044000500000|22011040088500800|00010044000500800|55555555555500000|00000000000000088|00001000000000000|22011100000000000|20000000440000000|00000000040001000|00000000440001100|00000000000001000|00444000000000000|00404000000000030|00000000011100030|00000000001000000|00008800000000200|22000000000002200|02000000000000000|,1e56fb1c8a1d2a21facb838bf013dc95,evaluation,1
a85d4709.json,|500|050|500|,dca06a2603831dfceb6d4062b5efaeda,training,1
e6de6e8f.json,|0003000|0002200|0002200|0002200|0002000|0002000|0002000|0002000|,245c31b1fa457152c1e22de3baf529c8,evaluation,1
6ecd11f4.json,|0800|9005|0000|0580|,6a0f77aea3585341c7921bc447ab9328,training,1
73ccf9c2.json,|00808|88888|00800|08880|80808|88888|08880|,7663b957af30593e3d5fd3fba8b9e0d9,evaluation,1
1acc24af.json,|000000000000|000000000000|001110011100|001011110110|111001100011|000000000000|000000000000|000000000000|000002005005|020022205005|222002005055|000000000000|,d8f83f04f972086c3ca0dc398e415d0d,evaluation,1
58e15b12.json,|00080000006000000300|00080000006000000300|00080000006000000300|00080000008300003000|00080000008300003000|00008000080300003000|00008000083000000300|00008000083000000300|00008000083000000300|00008000060000000030|00000800830000000030|00000800830000000030|00000800600000000003|00000800600000000003|00000800600000000003|00008003080000000000|00008003080000000000|00008003080000000000|00008030080000000000|00008030088000000000|00080030008000000000|00080300008000000000|00080300008000000000|00080300008000000000|,69932d0deabdbf160f97eff58067e12f,evaluation,1
85c4e7cd.json,|44444444444444|46666666666664|46888888888864|46811111111864|46813333331864|46813222231864|46813222231864|46813222231864|46813222231864|46813333331864|46811111111864|46888888888864|46666666666664|44444444444444|,dd8b5af2f4337dcc87feafa47e736613,training,1
bf32578f.json,|00000000|00000000|00011000|00111100|00111100|00011000|00011000|00000000|,cfedd42efa943b254a5440639092d395,evaluation,1
